acc,acc_labels,bce1_loss,bce2_loss,epoch,exp,f1,f1_labels,jaccard,loss,lr,prec,prec_labels,recall,recall_labels,train_mode,train_type
1.0,"[1.0, 1.0]",0.5370332784950733,0.0,0.0,0.0,0.9999999999999996,"[0.9999999999999996, 0.9999999999999996]",0.004232877678482786,0.5370332784950733,0.0001,1.0,"[1.0, 1.0]",1.0,"[1.0, 1.0]",train,pretrain
1.0,"[1.0, 1.0]",0.4958802811801434,0.0,0.0,0.0,0.9999999999999996,"[0.9999999999999996, 0.9999999999999996]",0.0006024299254259102,0.4958802811801434,0.0001,1.0,"[1.0, 1.0]",1.0,"[1.0, 1.0]",valid,pretrain
1.0,"[1.0, 1.0]",0.47573953680694103,0.0,0.0,1.0,0.9999999999999996,"[0.9999999999999996, 0.9999999999999996]",0.010415092538832904,0.47573953680694103,0.0001,1.0,"[1.0, 1.0]",1.0,"[1.0, 1.0]",train,pretrain
1.0,"[1.0, 1.0]",0.43687708750367166,0.0,0.0,1.0,0.9999999999999996,"[0.9999999999999996, 0.9999999999999996]",0.0006705086529566034,0.43687708750367166,0.0001,1.0,"[1.0, 1.0]",1.0,"[1.0, 1.0]",valid,pretrain
1.0,"[1.0, 1.0]",0.46231635082513095,0.0,0.0,2.0,0.9999999999999996,"[0.9999999999999996, 0.9999999999999996]",0.0213499329211643,0.46231635082513095,0.0001,1.0,"[1.0, 1.0]",1.0,"[1.0, 1.0]",train,pretrain
1.0,"[1.0, 1.0]",0.43283782377839086,0.0,0.0,2.0,0.9999999999999996,"[0.9999999999999996, 0.9999999999999996]",0.0015576373301083059,0.43283782377839086,0.0001,1.0,"[1.0, 1.0]",1.0,"[1.0, 1.0]",valid,pretrain
1.0,"[1.0, 1.0]",0.5751881014555693,0.0,0.0,3.0,0.9999999999999996,"[0.9999999999999996, 0.9999999999999996]",0.00373305755511411,0.5751881014555693,0.0001,1.0,"[1.0, 1.0]",1.0,"[1.0, 1.0]",train,pretrain
1.0,"[1.0, 1.0]",0.5313274018466473,0.0,0.0,3.0,0.9999999999999996,"[0.9999999999999996, 0.9999999999999996]",0.0010490408587639204,0.5313274018466473,0.0001,1.0,"[1.0, 1.0]",1.0,"[1.0, 1.0]",valid,pretrain
1.0,"[1.0, 1.0]",0.6467910811305047,0.0,0.0,4.0,0.9999999999999996,"[0.9999999999999996, 0.9999999999999996]",0.0018604250609651409,0.6467910811305047,0.0001,1.0,"[1.0, 1.0]",1.0,"[1.0, 1.0]",train,pretrain
1.0,"[1.0, 1.0]",0.5806684881448746,0.0,0.0,4.0,0.9999999999999996,"[0.9999999999999996, 0.9999999999999996]",0.0011087123463775952,0.5806684881448746,0.0001,1.0,"[1.0, 1.0]",1.0,"[1.0, 1.0]",valid,pretrain
